"Id","Y1","Y2","Y3","Y4","Y5","Y6","T1","T2","T3","T4","T5","T6","X1","","","","","","","gr"
1,7.39145945946552e-06,0.489805855143661,0.999355096642417,0.551653954675616,0.71882866617531,0.344613224116804,1,2,3,4,5,6,-1.833,-1.25,4.05,4.45,-2.6,-4.25,0.2,1
2,4.63535036480231e-14,0.0465645228702607,0.44910374684312,0.672538717316602,0.474740922419735,0.195712049692959,1,2,3,4,5,6,3.8212,-1.04,-0.65,-0.37,3.21,-2.16,2.66,1
3,0.999999999980429,0.999825154989479,0.529547342718532,0.970056353339942,0.239328600227229,0.00129202404404343,1,2,3,4,5,6,1.4916,1.45,-0.05,0.71,3.03,-1.31,-0.76,2
4,0.999999999938678,0.865044506259626,0.636197606790009,0.433063985886471,0.4230085553769,0.00329222596818015,1,2,3,4,5,6,1.1467,4,1.82,-0.65,0.72,-4.84,1.84,2
5,0.999999044591418,0.992490318454752,0.970294450497148,0.221091937774633,0.624234230861853,0.0370755739485147,1,2,3,4,5,6,3.3551,-2.6,-0.75,2.53,3.86,4.18,-3.13,2
6,4.35182749438012e-08,0.77777572882311,0.706186831795723,0.992687564703984,0.347256085300814,0.25785886684041,1,2,3,4,5,6,-1.6579,-0.9,0.79,-3.17,-2.36,1.81,3.89,1
7,0.926290254112568,0.994309706669045,0.912540628472653,0.918075453905604,0.0423163620416596,3.59804469635797e-05,1,2,3,4,5,6,4.2077,-3.6,-0.39,-3.24,0.74,-3.48,0.26,2
8,1,0.924515795362211,0.748898997947149,0.991307639063368,0.617687364030077,0.103827647781783,1,2,3,4,5,6,2.994,-2.02,-3.49,2.34,-1.03,1.25,-4.99,2
9,0.999999644032089,0.999999766618526,0.998435918832459,0.784110191465588,0.694141033121856,0.00282111340905481,1,2,3,4,5,6,4.7413,-4.85,-2.79,2.46,3.99,-0.27,1.98,2
10,0.000601575929804168,0.387477282062859,0.799728010636467,0.685787666417983,0.0907800155235427,5.83740431843325e-06,1,2,3,4,5,6,-0.8262,-0.04,-0.21,1.29,3.36,-0.11,1.5,1
11,0.903774515739774,0.992406844768745,0.322253398656648,0.638375949710861,0.00569436781412416,7.41344346312729e-06,1,2,3,4,5,6,4.1535,-4.18,3.63,1.33,2.39,1.89,-3,2
12,0.00262181767078959,0.0754512745743252,0.985470360891592,0.999400399953454,0.810116895180514,0.0704317022378708,1,2,3,4,5,6,0.3303,1.63,3.7,-2.32,3.87,1.57,1.7,1
13,0.0289831536417247,0.659936902962182,0.768420919790642,0.297200213155454,0.553405408820242,0.545982828209366,1,2,3,4,5,6,-0.9638,-0.3,1.83,4.15,-2.9,2.49,-3.16,1
14,0.00278995503642188,0.439753699027915,0.821518933140966,0.956540708275387,0.666357958898167,0.816053771744787,1,2,3,4,5,6,-0.5361,4,1.61,2.9,1.01,0.13,-4.81,1
15,0.301013787146245,0.0877242884925559,0.942341850746242,0.3344152354605,0.709996278604784,0.292155681760259,1,2,3,4,5,6,0.9795,4.4,2.13,-4.71,-3.27,-1.86,4.38,1
16,0.998948796985929,0.99685444656771,0.180147311658496,0.0014803324905086,0.857217075802696,0.0449578638698286,1,2,3,4,5,6,3.1035,-4.92,-0.43,-1.71,3.17,-2.33,-0.31,2
17,1.33494756894782e-05,0.0270167834881097,0.718804051448777,0.520577009279547,0.37943470409346,0.629875354335385,1,2,3,4,5,6,-1.6711,2.59,-3.84,4.32,2.91,1.29,1.9,1
18,0.950699857753502,0.581290326382882,0.904103193890408,0.207433571241638,0.00612778874118877,0.00741732563659442,1,2,3,4,5,6,1.3385,4.2,2.74,-4.96,-3.63,0.52,1.73,2
19,1.0735749624918e-07,0.324766364574045,0.225169213247278,0.788998974130041,0.443598009701133,0.033304090106475,1,2,3,4,5,6,0.2214,-4.92,-0.9,-3.26,-0.01,-0.2,2.57,1
20,0.999896417443264,0.91691187916717,0.72431371025369,0.899015650864861,0.334796037963417,0.128890745409308,1,2,3,4,5,6,0.2135,-2.82,-0.27,-1.21,-2.21,1.93,-3.4,2
21,1.5559803779158e-05,0.0857163462617379,0.942611940832047,0.745054156159984,0.620552670348406,0.160330637507914,1,2,3,4,5,6,-0.4243,1.32,-3.29,-3.76,1.71,0.5,2.36,1
22,0.000471248689959431,0.0111944349811118,0.740579914000245,0.687817905795702,0.00581078733537985,2.36563173861646e-15,1,2,3,4,5,6,4.0014,4.01,-3.95,1.51,2.33,1.38,-3.04,1
23,0.999999999892893,0.916729541302272,0.824550935782692,0.386763253210685,0.592707726110236,0.0498553119558791,1,2,3,4,5,6,-1.6184,2.73,-1.27,4.92,-4.73,-1.28,-2.94,2
24,0.151538595768377,0.698027444898903,0.501919504334447,0.461876155983555,0.016523288959942,9.79944611116383e-07,1,2,3,4,5,6,-1.077,4.49,-4.49,-3.08,-4.79,-2.32,0.54,1
25,0.999990810952041,0.79880718869546,0.624500772334439,0.0454716654335538,0.344612468422062,0.0399169454225604,1,2,3,4,5,6,1.3102,3.71,0.12,-3.17,4.37,-0.57,0.95,2
26,7.62049143253661e-13,0.229467518107484,0.301957437523658,0.867172816969204,0.0397728048985193,0.0569961129006318,1,2,3,4,5,6,-1.4132,-3.61,-3.63,-2.66,2.57,4.72,4.32,1
27,0.999999999987847,0.932989161587828,0.993582421532384,0.831556267970805,0.363549467568494,0.603896518926494,1,2,3,4,5,6,3.9055,-0.47,-4.33,-4.93,2.27,-0.28,-2.27,2
28,0.999999995709053,0.901821314188634,0.997560278177668,0.330743416964174,0.0824394278583967,0.0950593327348995,1,2,3,4,5,6,4.9662,-2.42,-1.19,3.99,0.35,1.05,4.41,2
29,0.999999968790953,0.498693642838077,0.995146710096063,0.568102978816905,0.296279489796599,0.000348664571873799,1,2,3,4,5,6,-0.1581,-2.08,-1.28,4.15,4.71,4.3,-3.92,2
30,0.983408292333176,0.919189812123349,0.0479918491013022,0.766769841411203,0.0268262485034656,0.0279686416665084,1,2,3,4,5,6,0.7178,-0.24,2.73,-4.54,1.18,0.68,4.39,2
31,1.71010226684232e-14,0.0207062395092872,0.308386625614083,0.69440549293629,0.873757147668481,0.86203777318623,1,2,3,4,5,6,-1.3564,-4.56,-4.8,3.43,-1.77,-2.89,3.32,1
32,1.9028969513937e-07,0.0339495146950821,0.986970013203881,0.892301242044699,0.48604057972901,0.00166654332922449,1,2,3,4,5,6,0.4874,-1.44,-4.25,-0.91,-4.3,2.03,-2.62,1
33,0.0012780216295227,0.108270592402388,0.994079971220345,0.916959762371868,0.248022139063639,0.212325455355539,1,2,3,4,5,6,1.3615,1.64,2.45,4.65,4.55,2.83,-2.15,1
34,0.999999995347135,0.998471273079946,0.968047363397685,0.733705517852919,0.643633999943821,0.605404854493197,1,2,3,4,5,6,-0.6615,-2.08,-1.18,0.07,-0.6,-4.59,-3.35,2
35,0.302506392998279,0.435123948368573,0.68352761688038,0.0438592625851816,0.151245735072207,0.0413801393413864,1,2,3,4,5,6,4.3124,5,4.98,-2.46,-4.07,1.02,-0.76,2
36,0.999962149483485,0.839509350702864,0.964590163748097,0.271545254349597,0.520739418585131,8.456272932233e-05,1,2,3,4,5,6,2.4816,2.93,2.83,0.3,2.62,-3.35,-0.18,2
37,0.99671196643237,0.998763948246843,0.0900895388569201,0.55371084693402,0.445634656008698,0.429793680494058,1,2,3,4,5,6,3.1564,4.99,-4.86,1.31,-3.68,-2.09,4.66,2
38,0.999956882930295,0.863789562194424,0.408101923639881,0.54120895334426,0.00614524055435061,0.492895309554343,1,2,3,4,5,6,1.8429,4.69,0.65,-2.07,-1.6,4.65,0.19,2
39,0.938016031115574,0.574989002105983,0.0398693565503052,0.688741681851151,1.62976637391117e-05,0.00320220934882611,1,2,3,4,5,6,2.9038,0.63,4.92,-1.28,-1.18,4.6,-0.13,2
40,0.999983684068299,0.479576594555438,0.58904437848828,0.14083827946916,0.0272973417491353,0.264591095656035,1,2,3,4,5,6,4.4681,-4.12,3.9,-1.82,-1.54,-4.33,4.41,2
41,0.999992299292199,0.9991257859238,0.923874585991454,0.989523391066596,0.044024098660961,2.1377051550196e-05,1,2,3,4,5,6,0.735,3.17,-2.74,1.37,-1.13,-0.53,4.53,2
42,0.996377488003849,0.713907088855308,0.145245827771382,0.534468788431405,0.158517694607977,0.132372393772896,1,2,3,4,5,6,3.4349,-2.4,3.8,0.22,-4.29,1.46,-1.92,2
43,0.000110989847894161,0.0374117495237822,0.934806795052532,0.848986889620294,0.0491778257442643,0.00034827774415859,1,2,3,4,5,6,-0.463,-2.94,0.84,-0.97,-2.93,-1.44,-1.25,1
44,5.42823540612129e-07,0.830218900483826,0.999856219738271,0.987363527794973,0.305932200369061,0.790729512104878,1,2,3,4,5,6,-0.9533,3.48,4.61,3.45,-0.08,3.02,-1.36,1
45,0.478853895909494,0.926469398651576,0.819253060523734,0.880702537884575,0.208304301614748,0.00800352853639223,1,2,3,4,5,6,0.3857,-4.78,1.76,2.55,-2.93,3.76,-1.17,2
46,3.7742918269381e-05,0.111750744377694,0.944621931634059,0.986727355560773,0.366552761559534,0.20591241184058,1,2,3,4,5,6,-1.1813,3.38,1.59,-0.16,4.15,-4.81,1.39,1
47,0.0522616804964611,0.071952162748705,0.96106958371894,0.982716222465505,0.896851233441942,0.0960958256161259,1,2,3,4,5,6,-0.6364,-3.7,3.77,-4.67,-0.64,3.65,-1.9,1
48,0.99997619524072,0.407317957616876,0.624890934857903,0.566627489636455,0.211362909907686,0.120836135794907,1,2,3,4,5,6,4.3624,1.03,-2.14,0.45,-2.93,-3.95,2.76,2
49,1.42246614438588e-11,0.281690105887192,0.536313504143325,0.796654086208167,0.115417619715256,0.390910515672437,1,2,3,4,5,6,-1.7462,2.87,-2.07,-4.89,-1.88,2.52,-1.17,1
50,0.00879639424633458,0.000654951481113952,0.227535546330982,0.189077646105138,0.838415759587282,0.44203615599709,1,2,3,4,5,6,-0.2871,3.12,-3.91,1.33,-1.73,-4.22,-3.47,1
51,8.30244809784181e-05,0.0120597142876121,0.110977745488765,0.0347948179446763,0.327385021388756,3.26161072526422e-05,1,2,3,4,5,6,-0.042,0.42,-3.17,4.78,-0.97,-4.79,3.89,1
52,0.99189884927714,0.840451827721212,0.972102783455605,0.533824051081905,0.176466268206935,0.0443327008255669,1,2,3,4,5,6,-1.9343,3.31,-3.02,0.6,-3.21,0.49,3.52,2
53,6.70729889600281e-06,0.0488707676124888,0.140476703048615,0.389243753029146,0.134593022979991,1.28111750208252e-07,1,2,3,4,5,6,-0.6315,4.12,-4.56,4.68,0.26,2.26,4.1,1
54,0.968895031560521,0.737107958625045,0.868313985156712,0.858442004803771,0.103084133929536,2.54774522627384e-06,1,2,3,4,5,6,1.7801,-0.62,4.56,-3.07,4,-3.14,-3.64,2
55,0.999596162641303,0.898297268142355,0.907539044445747,0.996116671362574,0.00835304572776334,0.0330316372815192,1,2,3,4,5,6,2.3613,-3.96,-1.18,-2.38,2.97,-2.32,2.5,2
56,0.999622566113405,0.999511037960661,0.563931464317215,0.381262990551209,0.257726357119719,0.000155394317636291,1,2,3,4,5,6,3.7212,-0.98,2.53,-2.95,2.48,-4.33,-3.53,2
57,0.0551261530557723,0.806651399794021,0.992802406087351,0.998722370775767,0.716076947954782,0.148645717949532,1,2,3,4,5,6,-1.2053,3.03,4.66,3.94,-1.5,2.61,-1.17,1
58,0.998409858133013,0.858573252744435,0.92922179631322,0.338400700555941,0.716961795867377,0.288549538552931,1,2,3,4,5,6,1.2762,0.62,-4.41,1.22,-4.38,0.33,4.73,2
59,0.999999999999882,0.890016699086801,0.732150705236503,0.572397741097769,0.215022741762827,0.370320949403034,1,2,3,4,5,6,1.8228,1.79,-3.03,-1.18,-3.75,4.87,-2.94,2
60,1,0.999999117060485,0.855899093384778,0.64292841934194,0.618083965648446,0.343547269635807,1,2,3,4,5,6,4.8397,-1.88,-4.39,-1.51,4.42,3.15,2.84,2
61,0.999999975759756,0.999998558338211,0.99989613965707,0.547633830561841,0.888766301480251,0.000660630773849327,1,2,3,4,5,6,2.0431,4.16,-1.08,-1.31,0.44,3.8,0.44,2
62,0.17108815628789,0.965013695414055,0.571199271123978,0.529578708212323,0.535538719538961,0.0286736505112954,1,2,3,4,5,6,0.7467,-4.22,0.5,-4.5,3.85,2.46,-3.23,1
63,0.8288550198617,0.293326585773315,0.78715284063915,0.986648561338308,0.141158675338191,0.206642199093466,1,2,3,4,5,6,4.448,-3.45,-3.32,-3.27,2.24,3.55,-2.96,2
64,0.757513696240817,0.970994405618254,0.377944675207927,0.786428537911797,0.00673219581312473,0.521570007578946,1,2,3,4,5,6,0.9491,-0.49,-0.14,0.81,-1.12,-4.67,-4.52,2
65,6.62421221033174e-06,0.721831368204494,0.0859649961075426,0.915341291269698,0.283275159515991,0.792458128218079,1,2,3,4,5,6,3.244,-4.21,-1.51,-1.4,-4.45,-2.08,-1.71,1
66,0.00558742343547643,0.157756461306923,0.982834919038919,0.959519314269733,0.441497661815639,0.0227082744133996,1,2,3,4,5,6,-1.6345,-4.13,3.25,-2.57,4.77,-0.04,-4.41,1
67,1.45745861168618e-05,0.0652347388941006,0.970656370089926,0.998423265199125,0.319573003607238,1.01477062987949e-08,1,2,3,4,5,6,-0.4452,2.68,-2.45,0.54,4.92,-4.22,4.08,1
68,0.820791054121352,0.60759076494314,0.794061830219337,0.191556021862328,0.00287020518374045,0.030981535304847,1,2,3,4,5,6,3.2986,4.79,2.55,4.93,-1.17,-3.69,2.63,2
